trial_len1,trial_len2,reach_diff,peak_velRight,peak_velLeft,vel_inxR,vel_inxL,mo_timeR,mo_timeL,Filename,Participant,Load,Distance,Difficulty,TrialNo,Load_kind,index_diff
602,774,172,3.954088194,3.75557385,432,445,306,314,'01_02_01.c3d',17,EE,B,M,1,Same,13
475,1221,746,3.082773271,3.315995799,371,344,22,139,'01_02_02.c3d',17,EE,B,M,2,Same,27
907,914,7,2.390453733,3.166717694,447,458,289,293,'01_02_03.c3d',17,EE,B,M,3,Same,11
562,989,427,2.578541773,2.668351298,391,398,260,259,'01_02_04.c3d',17,EE,B,M,4,Same,7
753,1256,503,2.61788308,2.743601438,442,439,302,20,'01_02_05.c3d',17,EE,B,M,5,Same,3
896,996,100,1.933794778,1.922280073,552,586,1,1,'01_02_01.c3d',18,EE,B,M,1,Same,34
775,1910,1135,2.78697706,2.783330436,466,494,63,203,'01_02_02.c3d',18,EE,B,M,2,Same,28
782,853,71,1.703275176,1.752310631,487,485,84,16,'01_02_03.c3d',18,EE,B,M,3,Same,2
582,1254,672,2.264841973,1.672554025,480,512,1,1,'01_02_04.c3d',18,EE,B,M,4,Same,32
864,903,39,1.551037574,1.836409711,507,501,275,7,'01_02_05.c3d',18,EE,B,M,5,Same,6
1051,1656,605,0.74799477,1.328748066,495,502,284,271,'01_02_01.c3d',19,EE,B,M,1,Same,7
1188,1672,484,0.77638981,1.086693507,491,485,151,260,'01_02_02.c3d',19,EE,B,M,2,Same,6
921,1442,521,1.148406478,1.62145555,492,495,284,270,'01_02_03.c3d',19,EE,B,M,3,Same,3
768,1064,296,1.198729155,1.423108742,684,422,65,1,'01_02_04.c3d',19,EE,B,M,4,Same,262
875,963,88,1.524553293,1.768688038,502,458,270,104,'01_02_05.c3d',19,EE,B,M,5,Same,44
991,1085,94,1.573574295,1.84350106,603,608,379,1,'01_02_01.c3d',20,EE,B,M,1,Same,5
966,1042,76,1.504704463,1.504645254,549,567,359,329,'01_02_02.c3d',20,EE,B,M,2,Same,18
898,1021,123,1.602034061,1.663126202,468,460,300,284,'01_02_03.c3d',20,EE,B,M,3,Same,8
896,1226,330,1.895532065,1.68335362,541,530,360,349,'01_02_04.c3d',20,EE,B,M,4,Same,11
1097,1280,183,1.465645732,1.348819994,499,492,292,262,'01_02_05.c3d',20,EE,B,M,5,Same,7
1164,1587,423,1.319590404,1.219062349,618,606,1,397,'01_02_01.c3d',21,EE,B,M,1,Same,12
959,1077,118,1.256049402,1.382327791,540,606,343,337,'01_02_02.c3d',21,EE,B,M,2,Same,66
1005,1366,361,1.554962274,1.270262272,606,671,400,400,'01_02_03.c3d',21,EE,B,M,3,Same,65
1246,1723,477,0.969997658,0.938997251,549,608,345,1,'01_02_04.c3d',21,EE,B,M,4,Same,59
1388,1738,350,0.875114838,0.767393164,593,605,358,18,'01_02_05.c3d',21,EE,B,M,5,Same,12
1292,1329,37,0.959322993,1.340523206,600,626,292,331,'01_02_01.c3d',22,EE,B,M,1,Same,26
1032,1644,612,1.017467616,1.526042397,645,940,337,358,'01_02_02.c3d',22,EE,B,M,2,Same,295
1475,1525,50,0.783885142,1.081594164,672,881,341,405,'01_02_03.c3d',22,EE,B,M,3,Same,209
1397,2059,662,0.730915075,1.34436363,930,971,287,367,'01_02_04.c3d',22,EE,B,M,4,Same,41
1230,1457,227,0.821047741,1.353187499,553,813,62,322,'01_02_05.c3d',22,EE,B,M,5,Same,260
2064,4471,2407,0.550557482,0.668058639,563,613,253,279,'01_02_01.c3d',23,EE,B,M,1,Same,50
4626,5076,450,0.445025438,0.463576334,3236,1080,47,1,'01_02_02.c3d',23,EE,B,M,2,Same,2156
3253,3378,125,0.533712734,0.549564153,969,494,250,74,'01_02_03.c3d',23,EE,B,M,3,Same,475
3025,5463,2438,0.400816628,0.68306174,3948,1718,29,1,'01_02_04.c3d',23,EE,B,M,4,Same,2230
3571,4637,1066,0.480240719,0.543733205,616,607,54,72,'01_02_05.c3d',23,EE,B,M,5,Same,9
1267,1663,396,1.500541242,1.969985018,567,547,345,349,'01_02_01.c3d',24,EE,B,M,1,Same,20
939,1297,358,1.53446892,1.6148521,477,500,90,253,'01_02_02.c3d',24,EE,B,M,2,Same,23
1112,1166,54,1.333274853,1.593195819,536,528,77,38,'01_02_03.c3d',24,EE,B,M,3,Same,8
899,1004,105,1.398462862,1.47116777,525,448,282,1,'01_02_04.c3d',24,EE,B,M,4,Same,77
904,1244,340,1.054597771,1.157011293,449,445,134,31,'01_02_05.c3d',24,EE,B,M,5,Same,4
1108,1412,304,1.08652016,0.867471659,640,517,274,281,'01_02_01.c3d',25,EE,B,M,1,Same,123
1187,1910,723,1.751899497,1.669875418,460,473,248,310,'01_02_02.c3d',25,EE,B,M,2,Same,13
983,1397,414,2.696281494,2.853026724,423,423,251,259,'01_02_03.c3d',25,EE,B,M,3,Same,0
1177,2829,1652,0.801543183,0.933092215,753,582,39,343,'01_02_04.c3d',25,EE,B,M,4,Same,171
980,1030,50,1.188149228,1.186693615,496,587,250,257,'01_02_05.c3d',25,EE,B,M,5,Same,91
1615,1681,66,0.918201401,1.349963709,543,532,49,313,'01_02_01.c3d',26,EE,B,M,1,Same,11
1608,1777,169,0.947991782,1.250382829,707,693,1,1,'01_02_02.c3d',26,EE,B,M,2,Same,14
847,3186,2339,0.905944955,1.491048112,570,538,328,53,'01_02_03.c3d',26,EE,B,M,3,Same,32
1019,1200,181,1.228298295,1.529839698,474,498,268,281,'01_02_04.c3d',26,EE,B,M,4,Same,24
1389,1611,222,0.752606967,0.753681353,465,521,1,32,'01_02_05.c3d',26,EE,B,M,5,Same,56
1140,1303,163,1.414216195,1.754208749,573,601,363,351,'01_02_01.c3d',27,EE,B,M,1,Same,28
1264,1283,19,1.408828055,1.357679313,597,655,381,361,'01_02_02.c3d',27,EE,B,M,2,Same,58
1116,1175,59,1.887140542,1.936770114,694,723,461,210,'01_02_03.c3d',27,EE,B,M,3,Same,29
1045,1562,517,1.013707319,1.372119321,540,571,327,311,'01_02_04.c3d',27,EE,B,M,4,Same,31
1252,1414,162,1.360213305,1.272779177,551,562,300,284,'01_02_05.c3d',27,EE,B,M,5,Same,11
1586,3310,1724,0.918410707,1.174411937,2336,664,391,383,'01_02_01.c3d',28,EE,B,M,1,Same,1672
1328,2330,1002,0.954022352,0.87224421,851,608,319,94,'01_02_02.c3d',28,EE,B,M,2,Same,243
1094,1672,578,1.011492533,0.959105694,584,1008,1,295,'01_02_03.c3d',28,EE,B,M,3,Same,424
1128,1157,29,1.03083839,0.849166433,632,961,1,8,'01_02_04.c3d',28,EE,B,M,4,Same,329
1339,1928,589,0.811897109,0.611087182,904,950,1,288,'01_02_05.c3d',28,EE,B,M,5,Same,46
1148,1815,667,1.632965155,1.977584884,577,568,332,355,'01_02_01.c3d',29,EE,B,M,1,Same,9
787,1263,476,1.878194708,2.338658724,602,576,356,381,'01_02_02.c3d',29,EE,B,M,2,Same,26
1372,1857,485,1.382361935,1.422467191,537,546,1,302,'01_02_03.c3d',29,EE,B,M,3,Same,9
901,1001,100,1.334356717,1.576883336,508,486,284,280,'01_02_04.c3d',29,EE,B,M,4,Same,22
802,1404,602,1.174230418,1.47809507,502,479,267,254,'01_02_05.c3d',29,EE,B,M,5,Same,23
1067,1317,250,1.363897588,1.296042174,504,511,275,271,'01_02_01.c3d',30,EE,B,M,1,Same,7
871,1015,144,1.271016704,1.474027153,507,515,276,300,'01_02_02.c3d',30,EE,B,M,2,Same,8
1246,1385,139,0.806307981,0.691520106,519,320,1,26,'01_02_03.c3d',30,EE,B,M,3,Same,199
897,953,56,1.055420677,1.332555605,476,441,141,103,'01_02_04.c3d',30,EE,B,M,4,Same,35
1374,1480,106,1.002032351,0.851923772,530,469,121,1,'01_02_05.c3d',30,EE,B,M,5,Same,61
942,949,7,2.303436575,2.276319394,503,492,311,1,'01_02_01.c3d',31,EE,B,M,1,Same,11
946,1081,135,2.146697001,2.17001851,686,688,429,424,'01_02_02.c3d',31,EE,B,M,2,Same,2
1172,1250,78,1.747061417,1.731437696,509,506,298,284,'01_02_03.c3d',31,EE,B,M,3,Same,3
954,1003,49,1.658520267,1.662456512,563,559,319,315,'01_02_04.c3d',31,EE,B,M,4,Same,4
879,899,20,1.864257495,1.71550707,483,491,271,231,'01_02_05.c3d',31,EE,B,M,5,Same,8
1398,1920,522,1.393537059,1.303566917,599,592,11,397,'01_02_01.c3d',32,EE,B,M,1,Same,7
1377,2610,1233,0.803368177,1.096464159,686,740,357,1,'01_02_02.c3d',32,EE,B,M,2,Same,54
893,1246,353,1.227661998,1.624368083,752,819,389,359,'01_02_03.c3d',32,EE,B,M,3,Same,67
902,988,86,1.319250977,1.492798162,623,662,346,25,'01_02_04.c3d',32,EE,B,M,4,Same,39
1041,1083,42,1.260748607,1.263263329,834,895,319,296,'01_02_05.c3d',32,EE,B,M,5,Same,61
1619,2151,532,0.609003361,0.849548529,783,637,76,91,'01_02_01.c3d',33,EE,B,M,1,Same,146
1168,1433,265,1.042213994,1.211957251,598,562,341,309,'01_02_02.c3d',33,EE,B,M,2,Same,36
1000,1329,329,1.095772088,1.164869249,818,604,332,1,'01_02_03.c3d',33,EE,B,M,3,Same,214
1030,1398,368,1.130144307,1.415611686,728,744,33,390,'01_02_04.c3d',33,EE,B,M,4,Same,16
1073,1097,24,1.129925061,1.379779498,778,634,361,341,'01_02_05.c3d',33,EE,B,M,5,Same,144
1453,1489,36,1.571488499,1.405951756,1013,974,344,338,'01_02_01.c3d',34,EE,B,M,1,Same,39
973,991,18,1.454734918,1.609845887,752,743,42,469,'01_02_02.c3d',34,EE,B,M,2,Same,9
699,1271,572,1.675159888,2.064390028,446,442,268,289,'01_02_03.c3d',34,EE,B,M,3,Same,4
726,734,8,1.678424302,1.801129502,503,500,282,1,'01_02_04.c3d',34,EE,B,M,4,Same,3
981,1115,134,1.071295848,1.322731475,770,598,43,370,'01_02_05.c3d',34,EE,B,M,5,Same,172
850,1016,166,1.704320446,1.900074457,480,455,244,241,'01_02_01.c3d',35,EE,B,M,1,Same,25
1060,1129,69,1.829817314,1.682930996,461,474,1,56,'01_02_02.c3d',35,EE,B,M,2,Same,13
821,1128,307,1.831941675,2.087408014,532,566,347,1,'01_02_03.c3d',35,EE,B,M,3,Same,34
1222,1223,1,1.30526075,1.443068469,465,472,236,221,'01_02_04.c3d',35,EE,B,M,4,Same,7
897,1267,370,1.361681254,1.439745886,434,245,1,1,'01_02_05.c3d',35,EE,B,M,5,Same,189
1503,1718,215,0.720804792,0.874299079,567,640,91,58,'01_03_01.c3d',1,EE,B,H,1,Same,73
1282,1485,203,0.807022842,0.963548424,468,481,210,227,'01_03_02.c3d',1,EE,B,H,2,Same,13
1201,1929,728,0.796400634,1.206467245,587,640,344,1,'01_03_03.c3d',1,EE,B,H,3,Same,53
1054,1057,3,1.116948056,0.963625892,600,617,35,69,'01_03_04.c3d',1,EE,B,H,4,Same,17
1161,1519,358,1.222859648,1.252598739,604,546,1,350,'01_03_05.c3d',1,EE,B,H,5,Same,58
1408,2658,1250,0.5973302,1.110993693,2620,459,128,1,'01_03_01.c3d',2,EE,B,H,1,Same,2161
1387,1677,290,0.971901949,1.235141017,502,429,29,1,'01_03_02.c3d',2,EE,B,H,2,Same,73
1284,2046,762,0.910028085,1.177663325,543,549,1,9,'01_03_03.c3d',2,EE,B,H,3,Same,6
1184,1211,27,1.010956459,1.181154,503,486,241,1,'01_03_04.c3d',2,EE,B,H,4,Same,17
1837,3812,1975,0.810202306,0.788228278,529,1360,28,15,'01_03_05.c3d',2,EE,B,H,5,Same,831
1068,1120,52,1.192549874,1.528957632,551,760,1,1,'01_03_01.c3d',3,EE,B,H,1,Same,209
748,775,27,1.579301891,2.208950571,483,457,293,281,'01_03_02.c3d',3,EE,B,H,2,Same,26
651,820,169,1.349804766,1.725952263,454,319,1,1,'01_03_03.c3d',3,EE,B,H,3,Same,135
870,962,92,1.188801283,1.496269985,527,538,1,1,'01_03_04.c3d',3,EE,B,H,4,Same,11
802,1209,407,1.244519235,1.688331974,485,703,241,297,'01_03_05.c3d',3,EE,B,H,5,Same,218
1152,1534,382,1.299830682,1.161281539,570,719,1,1,'01_03_01.c3d',4,EE,B,H,1,Same,149
909,1045,136,2.018318511,2.089197727,496,480,82,292,'01_03_02.c3d',4,EE,B,H,2,Same,16
983,985,2,1.668013723,1.502410739,547,519,307,86,'01_03_03.c3d',4,EE,B,H,3,Same,28
877,920,43,1.323226758,1.238329156,451,452,247,238,'01_03_04.c3d',4,EE,B,H,4,Same,1
951,1967,1016,0.888538539,1.16499027,628,508,1,265,'01_03_05.c3d',4,EE,B,H,5,Same,120
856,920,64,2.402412109,2.628026432,497,500,336,332,'01_03_01.c3d',5,EE,B,H,1,Same,3
818,1106,288,2.867044596,3.48602657,479,485,327,346,'01_03_02.c3d',5,EE,B,H,2,Same,6
631,1735,1104,1.960425807,2.017708362,374,366,236,210,'01_03_03.c3d',5,EE,B,H,3,Same,8
665,749,84,2.544464189,2.89208196,361,396,152,109,'01_03_04.c3d',5,EE,B,H,4,Same,35
667,704,37,2.023943046,2.406337747,453,452,285,279,'01_03_05.c3d',5,EE,B,H,5,Same,1
1190,1418,228,1.003937988,1.703547871,686,645,16,431,'01_03_01.c3d',6,EE,B,H,1,Same,41
1046,1222,176,1.328654783,1.684355719,647,755,425,1,'01_03_02.c3d',6,EE,B,H,2,Same,108
749,764,15,1.597130357,1.583449813,578,577,1,1,'01_03_03.c3d',6,EE,B,H,3,Same,1
894,1763,869,1.04543393,1.111739158,718,589,1,4,'01_03_04.c3d',6,EE,B,H,4,Same,129
1059,1817,758,1.218309943,1.108093688,576,564,1,1,'01_03_05.c3d',6,EE,B,H,5,Same,12
1017,1683,666,1.215948339,1.321985525,516,501,200,1,'01_03_01.c3d',7,EE,B,H,1,Same,15
755,934,179,1.728331805,1.427037925,452,484,264,220,'01_03_02.c3d',7,EE,B,H,2,Same,32
607,1091,484,1.323244747,0.881072095,517,66,1,1,'01_03_03.c3d',7,EE,B,H,3,Same,451
1092,1342,250,1.141155043,1.005340219,409,406,184,1,'01_03_04.c3d',7,EE,B,H,4,Same,3
876,899,23,1.265843772,1.051203254,468,435,30,1,'01_03_05.c3d',7,EE,B,H,5,Same,33
1339,1782,443,1.155861768,0.999186651,590,577,101,1,'01_03_01.c3d',8,EE,B,H,1,Same,13
1404,1412,8,0.786594246,0.867098977,507,525,279,62,'01_03_02.c3d',8,EE,B,H,2,Same,18
1274,2046,772,0.76433739,0.795366085,358,723,120,149,'01_03_03.c3d',8,EE,B,H,3,Same,365
1336,1775,439,0.936390585,1.129454272,485,455,232,245,'01_03_04.c3d',8,EE,B,H,4,Same,30
1171,1259,88,0.784298913,0.982674792,459,393,1,1,'01_03_05.c3d',8,EE,B,H,5,Same,66
1035,2040,1005,1.018676621,2.02063934,582,595,378,50,'01_03_01.c3d',9,EE,B,H,1,Same,13
1263,1503,240,1.434508745,2.022724778,452,430,258,266,'01_03_02.c3d',9,EE,B,H,2,Same,22
1466,1797,331,1.080623914,1.614748333,548,485,1,291,'01_03_03.c3d',9,EE,B,H,3,Same,63
951,1752,801,1.484560102,1.729523941,449,429,280,268,'01_03_04.c3d',9,EE,B,H,4,Same,20
967,1867,900,1.402850954,1.563383526,502,476,315,298,'01_03_05.c3d',9,EE,B,H,5,Same,26
978,991,13,2.414744147,2.695068551,484,476,310,291,'01_03_01.c3d',10,EE,B,H,1,Same,8
1051,1131,80,2.140083482,2.569509145,541,533,369,333,'01_03_02.c3d',10,EE,B,H,2,Same,8
802,1556,754,1.659088674,2.32553153,587,506,315,296,'01_03_03.c3d',10,EE,B,H,3,Same,81
758,1127,369,1.648689411,2.366804029,438,446,18,1,'01_03_04.c3d',10,EE,B,H,4,Same,8
908,921,13,1.651996903,2.098590181,451,460,261,267,'01_03_05.c3d',10,EE,B,H,5,Same,9
1746,2377,631,0.612394319,0.663997191,859,975,314,330,'01_03_01.c3d',11,EE,B,H,1,Same,116
1634,1642,8,0.606302757,0.60803891,729,724,402,152,'01_03_02.c3d',11,EE,B,H,2,Same,5
2067,2154,87,0.691840073,0.778799207,1131,688,399,374,'01_03_03.c3d',11,EE,B,H,3,Same,443
1390,1451,61,0.730868697,0.777184481,720,791,105,58,'01_03_04.c3d',11,EE,B,H,4,Same,71
1799,2476,677,0.775896863,0.846335994,1075,1068,403,340,'01_03_05.c3d',11,EE,B,H,5,Same,7
828,1167,339,2.068869263,1.963829479,425,439,279,266,'01_03_01.c3d',12,EE,B,H,1,Same,14
934,1404,470,1.540592905,1.53238366,491,530,30,308,'01_03_02.c3d',12,EE,B,H,2,Same,39
1071,1765,694,1.161655975,1.241614676,581,567,1,368,'01_03_03.c3d',12,EE,B,H,3,Same,14
822,981,159,1.780073318,1.753031858,494,547,332,181,'01_03_04.c3d',12,EE,B,H,4,Same,53
974,995,21,1.534748576,1.494562992,413,439,206,1,'01_03_05.c3d',12,EE,B,H,5,Same,26
1927,2261,334,0.924028796,0.786236959,658,1107,1,1,'01_03_01.c3d',13,EE,B,H,1,Same,449
1025,1364,339,1.338581225,1.397436311,474,525,259,1,'01_03_02.c3d',13,EE,B,H,2,Same,51
1293,1361,68,1.512861062,1.416888765,501,542,49,20,'01_03_03.c3d',13,EE,B,H,3,Same,41
1063,1078,15,1.806707743,1.750937175,598,549,244,284,'01_03_04.c3d',13,EE,B,H,4,Same,49
1126,1463,337,1.347626409,1.660671903,640,585,379,376,'01_03_05.c3d',13,EE,B,H,5,Same,55
654,965,311,2.086623622,2.87353417,410,450,237,249,'01_03_01.c3d',14,EE,B,H,1,Same,40
831,893,62,2.189452532,2.761999639,431,461,267,37,'01_03_02.c3d',14,EE,B,H,2,Same,30
765,848,83,2.014243094,2.127450907,372,405,38,252,'01_03_03.c3d',14,EE,B,H,3,Same,33
819,944,125,1.810842985,1.655359681,424,455,42,1,'01_03_04.c3d',14,EE,B,H,4,Same,31
886,1371,485,1.631913762,1.358925728,568,666,39,335,'01_03_05.c3d',14,EE,B,H,5,Same,98
894,901,7,1.298385065,1.454262563,447,457,105,151,'01_03_01.c3d',15,EE,B,H,1,Same,10
843,859,16,1.417745398,1.610881947,471,518,1,1,'01_03_02.c3d',15,EE,B,H,2,Same,47
858,1031,173,1.739653747,1.815684106,430,486,232,1,'01_03_03.c3d',15,EE,B,H,3,Same,56
1223,1476,253,1.3328146,1.429694019,541,549,1,322,'01_03_04.c3d',15,EE,B,H,4,Same,8
914,1002,88,1.403251347,1.353548392,510,522,48,228,'01_03_05.c3d',15,EE,B,H,5,Same,12
824,915,91,1.516190669,1.655730798,468,466,1,1,'01_03_01.c3d',16,EE,B,H,1,Same,2
932,1425,493,1.403417397,2.018505696,439,446,257,1,'01_03_02.c3d',16,EE,B,H,2,Same,7
758,960,202,1.718183881,1.604914991,472,478,263,10,'01_03_03.c3d',16,EE,B,H,3,Same,6
896,2731,1835,1.591058166,1.375431377,501,457,81,7,'01_03_04.c3d',16,EE,B,H,4,Same,44
1095,1158,63,1.428749417,1.312778662,580,447,267,66,'01_03_05.c3d',16,EE,B,H,5,Same,133
716,1015,299,2.749844909,3.353608525,394,397,99,272,'01_03_01.c3d',17,EE,B,H,1,Same,3
726,876,150,2.179994021,2.554037001,444,459,292,79,'01_03_02.c3d',17,EE,B,H,2,Same,15
582,594,12,2.852551835,2.985387326,419,440,273,288,'01_03_03.c3d',17,EE,B,H,3,Same,21
712,916,204,2.065799651,2.234450144,448,449,304,302,'01_03_04.c3d',17,EE,B,H,4,Same,1
883,896,13,3.464212271,2.392996675,444,439,272,49,'01_03_05.c3d',17,EE,B,H,5,Same,5
1841,2019,178,1.348218051,1.620920995,681,667,414,438,'01_03_01.c3d',18,EE,B,H,1,Same,14
1007,1057,50,1.444761053,2.34852264,644,664,481,1,'01_03_02.c3d',18,EE,B,H,2,Same,20
822,1002,180,1.706430434,2.425469046,581,556,1,1,'01_03_03.c3d',18,EE,B,H,3,Same,25
806,821,15,1.982303818,1.792136842,430,463,190,29,'01_03_04.c3d',18,EE,B,H,4,Same,33
1097,1310,213,1.471788956,1.632645274,744,787,362,321,'01_03_05.c3d',18,EE,B,H,5,Same,43
2069,2214,145,0.563860486,0.611511291,1103,888,1,1,'01_03_01.c3d',19,EE,B,H,1,Same,215
1072,1167,95,0.943408411,0.99991112,532,513,23,276,'01_03_02.c3d',19,EE,B,H,2,Same,19
865,952,87,1.429832808,1.787939337,591,536,1,53,'01_03_03.c3d',19,EE,B,H,3,Same,55
1164,1616,452,1.106409522,1.495569265,457,449,247,264,'01_03_04.c3d',19,EE,B,H,4,Same,8
1218,1939,721,1.037099609,1.691373761,454,468,270,38,'01_03_05.c3d',19,EE,B,H,5,Same,14
1245,1895,650,0.939794566,1.220850635,617,617,1,426,'01_03_01.c3d',20,EE,B,H,1,Same,0
1090,1756,666,1.817250017,2.038594524,660,680,495,104,'01_03_02.c3d',20,EE,B,H,2,Same,20
1030,1525,495,1.337012812,1.355068473,555,567,348,340,'01_03_03.c3d',20,EE,B,H,3,Same,12
1323,3580,2257,1.198846798,1.180934684,511,514,314,66,'01_03_04.c3d',20,EE,B,H,4,Same,3
1111,1145,34,1.354102787,1.479527345,577,508,362,343,'01_03_05.c3d',20,EE,B,H,5,Same,69
1053,1059,6,1.350526006,1.393884943,609,606,75,414,'01_03_01.c3d',21,EE,B,H,1,Same,3
1097,1273,176,1.271323704,1.16159385,517,567,303,66,'01_03_02.c3d',21,EE,B,H,2,Same,50
1241,1464,223,1.18286037,1.020919591,657,673,474,1,'01_03_03.c3d',21,EE,B,H,3,Same,16
1045,1405,360,1.27778061,1.198026471,552,569,334,315,'01_03_04.c3d',21,EE,B,H,4,Same,17
1255,1278,23,1.112539005,1.024192619,831,507,1,15,'01_03_05.c3d',21,EE,B,H,5,Same,324
1135,1592,457,1.185504051,1.828590542,563,691,322,330,'01_03_01.c3d',22,EE,B,H,1,Same,128
1282,1447,165,1.267491998,1.392275495,736,769,1,1,'01_03_02.c3d',22,EE,B,H,2,Same,33
1354,1441,87,0.963035335,1.247426398,840,964,458,485,'01_03_03.c3d',22,EE,B,H,3,Same,124
1653,2585,932,0.794709573,1.055175257,720,948,368,1,'01_03_04.c3d',22,EE,B,H,4,Same,228
1321,1911,590,0.99927613,0.971991582,572,563,287,1,'01_03_05.c3d',22,EE,B,H,5,Same,9
5547,6356,809,0.626469464,0.645659732,1030,1049,265,1,'01_03_01.c3d',23,EE,B,H,1,Same,19
3114,4034,920,0.453945719,0.521100261,3644,618,8,52,'01_03_02.c3d',23,EE,B,H,2,Same,3026
3188,8597,5409,0.73632879,0.657481681,856,1438,70,506,'01_03_03.c3d',23,EE,B,H,3,Same,582
2502,4373,1871,0.644370364,0.635433951,2965,1895,350,75,'01_03_04.c3d',23,EE,B,H,4,Same,1070
4969,5706,737,0.384496117,0.616458704,3814,2499,2,303,'01_03_05.c3d',23,EE,B,H,5,Same,1315
1106,1378,272,0.991992367,1.045200474,453,500,261,1,'01_03_01.c3d',24,EE,B,H,1,Same,47
898,947,49,1.255624326,1.319895513,486,459,1,250,'01_03_02.c3d',24,EE,B,H,2,Same,27
1009,1152,143,1.045185228,1.43899403,502,500,293,1,'01_03_03.c3d',24,EE,B,H,3,Same,2
959,2026,1067,1.581149938,1.513352246,504,511,253,37,'01_03_04.c3d',24,EE,B,H,4,Same,7
946,971,25,1.196165764,1.612481578,413,549,180,1,'01_03_05.c3d',24,EE,B,H,5,Same,136
1030,1089,59,1.504555412,1.670908965,538,525,232,259,'01_03_01.c3d',25,EE,B,H,1,Same,13
1505,1611,106,1.019920107,0.992521759,474,478,259,274,'01_03_02.c3d',25,EE,B,H,2,Same,4
1092,1209,117,1.398104183,1.500369347,518,517,1,249,'01_03_03.c3d',25,EE,B,H,3,Same,1
922,1100,178,1.537528601,1.554262342,442,414,213,215,'01_03_04.c3d',25,EE,B,H,4,Same,28
1070,2472,1402,1.169128572,1.000385617,529,512,294,276,'01_03_05.c3d',25,EE,B,H,5,Same,17
1497,3222,1725,0.80487922,1.431074264,639,634,7,81,'01_03_01.c3d',26,EE,B,H,1,Same,5
2005,2483,478,1.12630713,1.157541288,680,690,131,468,'01_03_02.c3d',26,EE,B,H,2,Same,10
1494,1948,454,0.752551606,0.841523499,572,908,1,279,'01_03_03.c3d',26,EE,B,H,3,Same,336
823,2185,1362,1.118402203,1.127807434,410,415,173,72,'01_03_04.c3d',26,EE,B,H,4,Same,5
4471,5406,935,1.120570601,0.751719345,3579,3925,310,178,'01_03_05.c3d',26,EE,B,H,5,Same,346
1236,1813,577,1.284774731,1.303419894,601,668,358,1,'01_03_01.c3d',27,EE,B,H,1,Same,67
1368,1591,223,1.427197064,1.315977979,711,734,1,1,'01_03_02.c3d',27,EE,B,H,2,Same,23
1694,2259,565,0.71665487,0.906338882,810,785,466,1,'01_03_03.c3d',27,EE,B,H,3,Same,25
2019,2074,55,0.746174585,0.756369722,1092,778,1,422,'01_03_04.c3d',27,EE,B,H,4,Same,314
1538,2180,642,0.893845302,0.864976039,1001,1025,63,1,'01_03_05.c3d',27,EE,B,H,5,Same,24
1278,2949,1671,0.91837111,0.924489318,538,2205,317,1,'01_03_01.c3d',28,EE,B,H,1,Same,1667
1453,2519,1066,0.726492896,1.370298157,1841,762,1,518,'01_03_02.c3d',28,EE,B,H,2,Same,1079
1217,1234,17,1.059637609,1.200720377,434,497,240,242,'01_03_03.c3d',28,EE,B,H,3,Same,63
1301,2098,797,0.995685929,1.029703408,546,569,107,1,'01_03_04.c3d',28,EE,B,H,4,Same,23
1548,1964,416,0.762379596,0.864839614,533,552,1,1,'01_03_05.c3d',28,EE,B,H,5,Same,19
1115,2467,1352,1.822876397,2.509589985,621,607,443,447,'01_03_01.c3d',29,EE,B,H,1,Same,14
1128,1659,531,1.151495101,1.148050856,509,515,303,1,'01_03_02.c3d',29,EE,B,H,2,Same,6
1950,2469,519,1.243583531,1.003784492,1528,1451,1,1,'01_03_03.c3d',29,EE,B,H,3,Same,77
1341,1459,118,0.921188044,0.985073237,439,468,18,1,'01_03_04.c3d',29,EE,B,H,4,Same,29
1407,2197,790,0.975430154,0.939618836,551,501,306,272,'01_03_05.c3d',29,EE,B,H,5,Same,50
988,1461,473,1.462394365,1.661707876,604,584,390,378,'01_03_01.c3d',30,EE,B,H,1,Same,20
1037,1057,20,1.562323993,1.886898216,494,478,1,275,'01_03_02.c3d',30,EE,B,H,2,Same,16
919,1049,130,1.248272565,1.495205897,491,460,263,273,'01_03_03.c3d',30,EE,B,H,3,Same,31
1218,1220,2,0.954762893,1.076037956,504,469,275,1,'01_03_04.c3d',30,EE,B,H,4,Same,35
1108,1447,339,1.143058469,1.315699571,552,502,1,268,'01_03_05.c3d',30,EE,B,H,5,Same,50
923,1497,574,2.685252221,2.64692788,496,482,287,290,'01_03_01.c3d',31,EE,B,H,1,Same,14
945,957,12,1.776923132,1.948202568,624,582,72,349,'01_03_02.c3d',31,EE,B,H,2,Same,42
923,959,36,1.565341009,1.485064985,579,572,352,338,'01_03_03.c3d',31,EE,B,H,3,Same,7
1039,1180,141,1.944543941,1.745293803,508,495,313,296,'01_03_04.c3d',31,EE,B,H,4,Same,13
924,2174,1250,2.115786954,1.739829737,552,592,344,320,'01_03_05.c3d',31,EE,B,H,5,Same,40
818,1805,987,1.44525145,1.471298159,499,493,291,45,'01_03_01.c3d',32,EE,B,H,1,Same,6
1312,2842,1530,0.980967397,1.467300393,1232,868,69,379,'01_03_02.c3d',32,EE,B,H,2,Same,364
1260,1891,631,0.842927362,1.175447593,804,773,18,3,'01_03_03.c3d',32,EE,B,H,3,Same,31
1304,1349,45,1.153330202,1.292648076,630,595,327,322,'01_03_04.c3d',32,EE,B,H,4,Same,35
